StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q83,Q81,Q79,Q75,Q85,Q85_10_TEXT,Q82,Q77,Q89_1,Q89_2,Q89_3,Q89_4,Q89_5,Q70_1,Q70_2,Q70_3,Q70_4,Q70_5,Q71_1,Q71_2,Q71_3,Q71_4,Q71_5,Q72,Q101_1,Q101_2,Q101_3,Q101_4,Q101_5,Q102_1,Q102_2,Q102_3,Q102_4,Q102_5,Q103_1,Q103_2,Q103_3,Q103_4,Q103_5,Q104,Q96_1,Q96_2,Q96_3,Q96_4,Q96_5,Q97_1,Q97_2,Q97_3,Q97_4,Q97_5,Q98_1,Q98_2,Q98_3,Q98_4,Q98_5,Q99,Q88_1,Q88_2,Q88_3,Q88_4,Q88_5,Q17_1,Q17_2,Q17_3,Q17_4,Q17_5,Q18_1,Q18_2,Q18_3,Q18_4,Q18_5,Q19,errorAllocation,alignAllocation
2018-09-12 14:57:11,2018-09-12 15:09:05,IP Address,172.58.22.151,100,713,True,2018-09-12 15:09:05,R_3oQOxMRzs7o8txT,,,,,33.385803222656,-111.87550354004,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",5b988e76b38cca0001436cb3,Female,35,Other (please specify),Cambodian,United States of America,Some college but no degree,2,3,5,1,4,31,20,7,30,12,8,9,9,9,10,I honestly don't know anything about allocating budgets and I don't even know how to prioritize the projects. I simply don't understand.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1
2018-09-12 14:55:28,2018-09-12 15:10:16,IP Address,24.171.64.80,100,887,True,2018-09-12 15:10:16,R_1PSm7Kg3XyfvyLQ,,,,,38.317794799805,-88.892097473145,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",5b91f3f9d99ca20001ef6d8b,Female,57,No,,United States of America,Associate degree in college (2-year),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,1,4,2,7,21,35,9,28,50,80,88,52,80,"I felt that the value driven investments would be best represented by narrow specialty markets that would appeal to a higher income group of people.  For this reason, I chose the development of the mountain bike as my most valuable investment, followed by the specialty backpack and then the washing machine.  The last two, the computer and the shampoo, were not outstanding and did not provide for an enhanced value driven product",,,,,,,,,,,,,,,,,3,1
2018-09-12 15:08:15,2018-09-12 15:21:51,IP Address,88.152.9.5,100,816,True,2018-09-12 15:21:52,R_roQZSMfZzyYbmDL,,,,,50.938705444336,6.9546966552734,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",5b978fdfea60950001739808,Female,25,Other (please specify),German,Germany,Bachelor's degree in college (4-year),,,,,,,,,,,,,,,,,3,1,5,4,2,20,41,0,9,30,50,90,10,90,90,I´m not sure if project 3 should be launched to promote the brand even though there is not much profit. ANd I´m not sure if project 1 is too low quality to invest in.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2
2018-09-12 15:43:17,2018-09-12 15:47:41,IP Address,75.164.78.204,100,264,True,2018-09-12 15:47:41,R_VVvwbtRof3q9Gx3,,,,,45.51530456543,-122.55860137939,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",5b7b614458ff950001770758,Female,31,No,,United States of America,Bachelor's degree in college (4-year),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,1,3,4,5,30,40,20,5,80,50,50,50,80,"Shampoo and backpacks have a very low objective value. Mountain bikes can be thousands of dollars, followed by washing machines. Laptops are hit and miss, but rarely are more than 1.5K",,,,,,,,,,,,,,,,,3,1
2018-09-12 15:41:53,2018-09-12 15:48:04,IP Address,189.250.243.122,100,370,True,2018-09-12 15:48:04,R_2YteTZeOSvSVvUk,,,,,16.499603271484,-95.062103271484,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",5b9858a3fe82f50001caef03,Male,21,Spanish,,Mexico,Less than high school degree,2,3,5,1,4,26,14,20,31,9,54,55,56,48,51,prioritize the order of npv from least to highest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
2018-09-12 15:43:12,2018-09-12 15:50:15,IP Address,90.202.169.74,100,422,True,2018-09-12 15:50:15,R_3nN4f5K7pc47WFO,,,,,51.733306884766,0.48330688476562,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",5b60f13b9f910b0001448dce,Female,23,No,,United Kingdom of Great Britain and Northern Ireland,Some college but no degree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,2,1,3,33,24,19,13,11,85,77,69,58,46,"I picked the laptop first, not necessarily the most expensive item but I believe it would of been the best investment.  ",,,,,,,,,,,,,,,,,3,1
2018-09-12 15:43:44,2018-09-12 15:51:27,IP Address,174.7.250.10,100,463,True,2018-09-12 15:51:28,R_3FOtNhSgVks8ve6,,,,,49.25,-123.13330078125,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",5b28a3da0ec82d0001d24d84,Female,30,No,,Canada,Bachelor's degree in college (4-year),,,,,,,,,,,,,,,,,1,2,4,3,5,40,29,14,15,2,69,66,69,51,33,"project 1,2 and 3 look to be more of a high quality product compared to 4 based on its ram, hard drive, resolution, processor. Even though 4 has a higher NPV it's too unpredictable so went with the higher quality products.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2
2018-09-12 15:44:31,2018-09-12 15:52:39,IP Address,50.48.130.164,100,487,True,2018-09-12 15:52:39,R_2ydAn61MRxREU6C,,,,,43.181900024414,-77.640098571777,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",5b8ffe4cbb3efe00014bd4b7,Male,1976,No,,Cambodia,Master's degree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,4,5,91,9,0,0,0,84,95,89,99,95,its good,3,2
2018-09-12 15:50:17,2018-09-12 15:53:26,IP Address,76.78.226.114,100,188,True,2018-09-12 15:53:26,R_1Kf479NaFSf6l7q,,,,,38.298095703125,-77.482597351074,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",5ad7e2dc74a9220001ba091a,Male,21,No,,United States of America,Some college but no degree,2,3,5,1,4,39,24,13,13,11,78,67,66,37,63,I chose items that I thought would be better selling and would be more appealing to the widest range of people.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
2018-09-12 15:50:47,2018-09-12 15:53:56,IP Address,73.228.218.163,100,189,True,2018-09-12 15:53:56,R_2wEmfh4OEW6mmPS,,,,,45.002899169922,-93.487503051758,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",5aed352602d69a0001f20dee,Female,18,No,,United States of America,High school graduate (high school diploma or equivalent),,,,,,,,,,,,,,,,,3,5,2,1,4,8,18,31,30,13,8,12,54,52,6,"I'm not quite sure how the real world applications would look, but 3 and 4 look easily sellable",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2
2018-09-12 15:48:00,2018-09-12 15:53:57,IP Address,75.128.58.195,100,356,True,2018-09-12 15:53:57,R_1kYsafT65LQtIJX,,,,,34.02490234375,-117.89730072021,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",5b9759b4a2980c0001c4c58f,Female,20,No,,United States of America,Some college but no degree,2,3,5,1,4,25,19,8,34,14,72,78,19,74,9,I need to spend the most money on the products that will be most likely to be profitable to ensure that they will sell well. The lower value products are not going to generate much profit so I don't want to spend too much on them if we cannot recoup the costs.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
2018-09-12 15:48:42,2018-09-12 15:54:06,IP Address,94.214.124.24,100,324,True,2018-09-12 15:54:06,R_24JkYSwD1wgljrE,,,,,51.188293457031,6.0090026855469,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",5b81a79e0f206d00010bb3e6,Male,20,Other (please specify),Dutch,Nicaragua,Master's degree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,1,5,2,9,20,41,6,24,29,61,88,18,75,The 3rd project just seems like an overall good laptop while project 2&4 are just horrible laptops. 1&5 are both ok,3,2
2018-09-12 15:49:38,2018-09-12 15:54:52,IP Address,173.85.196.214,100,313,True,2018-09-12 15:54:52,R_1LCe8J8GbEI0UWK,,,,,38.488403320312,-121.40240478516,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",5b963a5aaa1729000192d3a7,Male,45,Greek,,United States of America,"Professional degree (JD, MD)",4,1,5,2,3,12,14,17,21,36,53,93,96,95,96,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1
2018-09-12 15:52:55,2018-09-12 15:55:22,IP Address,108.248.252.83,100,147,True,2018-09-12 15:55:22,R_39kdHKsDrSLD6gN,,,,,34.094299316406,-118.38110351562,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",558823c2fdf99b318cb4224b,Male,29,No,,United States of America,Bachelor's degree in college (4-year),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,2,4,3,6,32,21,26,15,68,56,70,64,62,"I think personally a mountain bike and laptop would require more innovation and provide more entertainment and utility because of evolution. ",,,,,,,,,,,,,,,,,3,1
2018-09-12 15:47:26,2018-09-12 15:55:38,IP Address,67.183.177.201,100,491,True,2018-09-12 15:55:38,R_2cAYILzuIb5Oron,,,,,47.287506103516,-122.10940551758,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",5b963e5e4a497a0001290f4b,Male,21,Vietnamese,,United States of America,Some college but no degree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,1,5,2,0,10,60,0,30,100,75,40,100,75,"The goal is to produce the most high quality products. Projects 1 and 4 have the lowest specs, and in todays climate is completely outclassed by a majority of other products. Therefore investing into project 3 which has the highest spec would meet this goal. ",3,2
2018-09-12 15:47:08,2018-09-12 15:55:49,IP Address,31.48.115.133,100,521,True,2018-09-12 15:55:50,R_T796yaZETQ2FiBb,,,,,56.550003051758,-2.5832977294922,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",5b816170eb07f7000195eaee,Female,46,No,,United Kingdom of Great Britain and Northern Ireland,High school graduate (high school diploma or equivalent),5,2,3,1,4,38,22,16,13,11,86,82,91,86,93,"I prioritised the more expensive, more heavily relied upon items. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
2018-09-12 15:53:41,2018-09-12 15:58:08,IP Address,76.126.112.25,100,266,True,2018-09-12 15:58:08,R_2ZJud5dUs1bBI06,,,,,37.32389831543,-121.91439819336,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",5b81a6440508d20001d8eb86,Male,23,Other (please specify),Hindi,United States of America,Master's degree,,,,,,,,,,,,,,,,,4,3,1,5,2,38,11,11,30,10,100,87,100,100,100,Budget laptop sell more and they should be allocated more resources. Same can be for high end laptop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2
2018-09-12 15:45:27,2018-09-12 15:58:54,IP Address,81.153.158.71,100,807,True,2018-09-12 15:58:55,R_3Gm73WQsju1yBUr,,,,,51.800003051758,-2.6000061035156,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",5b7a8dc6e4569d000123593a,Male,43,No,,United Kingdom of Great Britain and Northern Ireland,High school graduate (high school diploma or equivalent),5,2,4,1,3,10,20,15,40,15,40,50,60,80,60,"I went with technology as my first choice as it is very popular and used throughout all ages, much more so than in the past and there are very few people who don't use it at all.
I chose the laundry machine second as it had a good return and is also used by the broadest range of people.
Then I went with the backpack and bike as people are now focused more on health and fitness, and finally I went with the shampoo slightly less than the rest as the market is already heavily saturated even though the returns were possibly decent.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1
2018-09-12 15:53:21,2018-09-12 16:00:39,IP Address,176.250.228.88,100,437,True,2018-09-12 16:00:39,R_1j9a31a4egYVisX,,,,,51.533294677734,-0.25,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",5b92dfe8e1a4f80001992735,Female,27,Other (please specify),Bulgarian,United Kingdom of Great Britain and Northern Ireland,Bachelor's degree in college (4-year),5,3,2,4,1,3,10,26,17,44,74,27,59,88,89,It is complicated to be written. Personal feeling.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
2018-09-12 15:53:39,2018-09-12 16:01:34,IP Address,109.144.217.143,100,474,True,2018-09-12 16:01:35,R_3nx8xHOpSOv0Fab,,,,,51.514205932617,-0.093093872070312,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",5abadc37e734400001d9c55b,Male,34,Other (please specify),Portuguese,United Kingdom of Great Britain and Northern Ireland,Bachelor's degree in college (4-year),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,3,1,4,11,21,31,28,9,48,42,54,37,42,"Shampoo is less important.
",,,,,,,,,,,,,,,,,3,1
2018-09-12 15:49:50,2018-09-12 16:01:56,IP Address,193.92.200.5,100,725,True,2018-09-12 16:01:56,R_1N3KiVxMQFUskLK,,,,,37.983306884766,23.733306884766,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",565b1fddd8ac0c00056ce209,Female,59,,,Greece,Some college but no degree,3,1,2,4,5,45,28,12,8,7,88,88,77,58,51,"My decision is right. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
2018-09-12 15:53:16,2018-09-12 16:01:57,IP Address,80.2.194.201,100,520,True,2018-09-12 16:01:58,R_33p5xktXRKqwtdK,,,,,52.615798950195,-1.6663970947266,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",5b29ebb58ecf3f000161df10,Female,40,No,,United Kingdom of Great Britain and Northern Ireland,Associate degree in college (2-year),,,,,,,,,,,,,,,,,2,3,5,1,4,35,30,20,10,5,72,81,63,64,64,Allocation apportioned on npv value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2
2018-09-12 15:57:06,2018-09-12 16:02:10,IP Address,82.22.10.215,100,303,True,2018-09-12 16:02:10,R_307TfGgIF7xoGVp,,,,,50.899993896484,-1.3999938964844,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",5a8be4a50f1bce00012254ed,Female,31,No,,United Kingdom of Great Britain and Northern Ireland,High school graduate (high school diploma or equivalent),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,1,5,2,2,20,46,1,31,52,50,72,42,50,I looked at how much Ram was allocated in each project and made my decision based on that,3,2
2018-09-12 15:57:30,2018-09-12 16:03:30,IP Address,5.198.89.158,100,360,True,2018-09-12 16:03:31,R_2dsXQnFIxVrfxaw,,,,,53.716705322266,-0.33329772949219,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",5b7ecfe47a63030001019c35,Male,34,No,,United Kingdom of Great Britain and Northern Ireland,Bachelor's degree in college (4-year),4,2,3,1,5,14,26,19,35,6,74,66,56,83,73,The laptop will have a higher sales price and will likely be distributed worldwide. The shampoo is not something that most people require,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1
2018-09-12 15:59:06,2018-09-12 16:03:41,IP Address,5.90.116.208,100,275,True,2018-09-12 16:03:42,R_2PoINmIRvhuxBfp,,,,,43.147903442383,12.10969543457,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",5b6c5cc887a209000169450e,Male,38,Italian,,Italy,Master's degree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,3,1,4,7,25,17,40,11,46,69,63,78,43,Based on the description and my knowledge,,,,,,,,,,,,,,,,,3,1
2018-09-12 16:00:02,2018-09-12 16:04:00,IP Address,37.223.56.193,100,238,True,2018-09-12 16:04:01,R_1PXDpFVGraC08sR,,,,,41.398406982422,2.1741027832031,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",Eduard,Male,29,Other (please specify),Catalan,Spain,Master's degree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,1,5,2,40,30,10,10,10,9,9,86,10,52,Project 3 is the best,3,2
2018-09-12 16:00:09,2018-09-12 16:05:04,IP Address,5.68.108.24,100,295,True,2018-09-12 16:05:05,R_2wnkOM1vAzRcBnO,,,,,51.416702270508,0.11669921875,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",595fd893a670a10001941bf9,Female,24,No,,United Kingdom of Great Britain and Northern Ireland,Bachelor's degree in college (4-year),3,2,5,1,4,60,32,3,3,2,91,91,91,91,91,"I feel the decisions I have made are the right ones, as they are decent and good products that would prove popular with consumers. They also have increasing profit opportunities.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
