StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q83,Q79,Q75,Q85,Q85_10_TEXT,Q82,Q77,project1_1,project1_2,project1_3,project1_6,project1_7,project1_4,project1_5,project1_8,project1_9,project1_10,project1_11,project2_1,project2_2,project2_3,project2_6,project2_7,project2_4,project2_5,project2_8,project2_9,project2_10,project2_11,project3_1,project3_2,project3_3,project3_6,project3_7,project3_4,project3_5,project3_8,project3_9,project3_10,project3_11,project4_1,project4_2,project4_3,project4_6,project4_7,project4_4,project4_5,project4_8,project4_9,project4_10,project4_11,project5_1,project5_2,project5_3,project5_6,project5_7,project5_4,project5_5,project5_8,project5_9,project5_10,project5_11,Q133,npvCond,alignCond,Q85_10_TEXT - Topics
2019-01-16 16:08:37,2019-01-16 16:09:50,IP Address,129.78.56.184,100,72,True,2019-01-16 16:09:50,R_1l05rLXW3Dxfsof,,,,,-33.8612060546875,151.198211669921875,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",Male,11,Hebrew,,Afghanistan,Less than 1,42,0,0,0,0,0,0,0,0,0,58,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,100,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,songpalmtree,2,1,
2019-01-16 16:14:59,2019-01-16 16:18:31,IP Address,184.103.3.161,100,211,True,2019-01-16 16:18:31,R_wT1igi0Uc2bqQJb,,,,,33.653900146484375,-112.169403076171875,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",Male,23,Other (please specify),Polish,United States of America,2,0,0,0,28,42,30,0,0,0,0,0,0,0,0,0,0,48,33,19,0,0,0,0,0,0,15,59,26,0,0,0,0,0,0,0,0,38,33,29,0,0,0,0,0,0,0,20,24,56,0,0,0,0,0,0,Lip_a,1,1,Unknown
2019-01-16 16:18:55,2019-01-16 16:24:05,IP Address,108.54.71.86,100,310,True,2019-01-16 16:24:05,R_115aLMWGNFc874A,,,,,40.601593017578125,-73.99680328369140625,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",Male,32,Chinese,,United States of America,10,20,20,20,20,20,0,0,0,0,0,0,20,20,20,20,20,0,0,0,0,0,0,15,30,20,22,13,0,0,0,0,0,0,18,20,29,25,8,0,0,0,0,0,0,14,22,25,24,15,0,0,0,0,0,0,coolcomfort123,1,1,
2019-01-16 16:28:01,2019-01-16 16:37:11,IP Address,70.113.9.40,100,550,True,2019-01-16 16:37:12,R_1DHIiUema9fZF6u,,,,,30.5059967041015625,-97.74720001220703125,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",Male,41,Other (please specify),Tamil,United States of America,10,0,0,0,21,56,23,0,0,0,0,0,20,31,41,8,0,0,0,0,0,0,0,0,0,0,4,29,67,0,0,0,0,0,5,13,23,54,5,0,0,0,0,0,0,0,0,9,12,57,22,0,0,0,0,0,Whateverpot,2,1,Unknown
2019-01-16 16:33:40,2019-01-16 16:44:26,IP Address,172.89.158.14,100,646,True,2019-01-16 16:44:26,R_2Xp0eMZPTSWRiKB,,,,,33.9066925048828125,-118.010101318359375,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",Male,18,Spanish,,United States of America,Less than 1,32,28,21,11,8,0,0,0,0,0,0,34,30,22,10,4,0,0,0,0,0,0,0,8,19,29,38,6,0,0,0,0,0,15,28,37,13,7,0,0,0,0,0,0,0,18,27,38,17,0,0,0,0,0,0,ten98765432one,2,2,
2019-01-16 16:37:41,2019-01-16 16:44:42,IP Address,71.209.181.177,100,421,True,2019-01-16 16:44:43,R_1Cx8oJzKYhYtIRm,,,,,33.4958038330078125,-111.9882965087890625,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",Male,32,No,,United States of America,More than 10,20,35,20,15,5,5,0,0,0,0,0,20,35,20,15,5,5,0,0,0,0,0,20,35,20,15,5,5,0,0,0,0,0,20,35,20,15,5,5,0,0,0,0,0,20,35,20,15,5,5,0,0,0,0,0,tjkoko86,2,2,
2019-01-16 16:53:04,2019-01-16 16:58:53,IP Address,174.222.0.222,100,348,True,2019-01-16 16:58:53,R_26sRjYYesGjw0mt,,,,,38.6239013671875,-121.383697509765625,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",Male,36,No,,United States of America,Less than 1,3,8,18,41,30,0,0,0,0,0,0,1,3,13,31,46,6,0,0,0,0,0,0,2,11,25,33,21,8,0,0,0,0,11,17,29,42,1,0,0,0,0,0,0,0,2,4,18,50,26,0,0,0,0,0,TheRealResolute,2,2,
2019-01-16 16:55:31,2019-01-16 17:01:04,IP Address,75.174.247.141,100,333,True,2019-01-16 17:01:05,R_2V1pQoIwW44zS8G,,,,,43.5740966796875,-116.294097900390625,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",Male,27,No,,United States of America,Less than 1,0,0,28,40,32,0,0,0,0,0,0,0,0,0,0,37,40,23,0,0,0,0,0,0,0,0,0,0,0,34,33,33,0,0,0,0,0,0,0,17,27,40,16,0,0,0,0,45,45,10,0,0,0,0,0,ampersandandanand,1,1,
2019-01-16 16:57:16,2019-01-16 17:01:57,IP Address,45.26.51.26,100,281,True,2019-01-16 17:01:57,R_Cgnxb9WNudAPcSl,,,,,37.7353057861328125,-122.373199462890625,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",Male,26,Chinese,,United States of America,Less than 1,0,29,39,0,0,32,0,0,0,0,0,0,51,0,0,49,0,0,0,0,0,0,30,0,56,0,0,14,0,0,0,0,0,45,2,11,30,12,0,0,0,0,0,0,0,0,0,0,0,0,36,45,19,0,0,Gfbrd,2,1,
2019-01-16 17:08:30,2019-01-16 17:15:50,IP Address,121.6.200.8,100,439,True,2019-01-16 17:15:50,R_vk5kVTsHiWgZw09,,,,,1.2931060791015625,103.855804443359375,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",Male,22,Chinese,,Singapore,Less than 1,0,0,0,49,21,20,10,0,0,0,0,0,0,58,19,12,11,0,0,0,0,0,0,0,0,25,12,47,16,0,0,0,0,0,0,0,0,0,34,21,45,0,0,0,0,0,0,0,49,31,20,0,0,0,0,bullrunftw,1,1,
2019-01-16 17:22:10,2019-01-16 17:31:04,IP Address,104.174.65.195,100,533,True,2019-01-16 17:31:04,R_2qgDzMvsoeH8ghk,,,,,33.8397064208984375,-118.3542022705078125,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",Male,30,No,,United States of America,5,10,18,14,20,0,0,15,8,6,5,4,0,0,16,14,1,24,22,15,8,0,0,30,25,14,6,0,0,12,7,2,4,0,0,11,6,8,6,0,0,8,12,19,30,7,15,18,8,0,0,0,13,11,14,14,dabesdiabetic,2,2,
2019-01-16 17:59:19,2019-01-16 18:09:41,IP Address,174.216.1.2,100,621,True,2019-01-16 18:09:42,R_3G2kt9oKqN6RpsV,,,,,47.7187957763671875,-122.19660186767578125,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",Male,18,No,,United States of America,1,0,0,0,15,40,25,20,0,0,0,0,0,0,0,0,0,25,38,31,6,0,0,0,0,0,0,20,30,30,20,0,0,0,0,0,0,0,10,25,35,30,0,0,0,0,0,20,25,30,25,0,0,0,0,0,Corys456,2,1,
