StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q133,Q83,Q79,Q75,Q85,Q85_10_TEXT,Q82,Q77,project1_1,project1_2,project1_3,project1_6,project1_7,project1_4,project1_5,project1_8,project1_9,project1_10,project1_11,project2_1,project2_2,project2_3,project2_6,project2_7,project2_4,project2_5,project2_8,project2_9,project2_10,project2_11,project3_1,project3_2,project3_3,project3_6,project3_7,project3_4,project3_5,project3_8,project3_9,project3_10,project3_11,project4_1,project4_2,project4_3,project4_6,project4_7,project4_4,project4_5,project4_8,project4_9,project4_10,project4_11,project5_1,project5_2,project5_3,project5_6,project5_7,project5_4,project5_5,project5_8,project5_9,project5_10,project5_11,npvCond,alignCond
2019-04-22 15:39:37,2019-04-22 15:45:37,IP Address,24.64.152.114,100,359,True,2019-04-22 15:45:37,R_2aFQo9Su8HBQRIB,,,,,50.98699951171875,-113.96340179443359375,anonymous,EN,5afaa39957516b00014163b1,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",Female,24,No,,Canada,0,0,0,0,20,60,20,0,0,0,0,0,0,12,73,15,0,0,0,0,0,0,0,8,35,43,14,0,0,0,0,0,0,0,0,0,0,0,33,40,18,9,0,0,0,4,33,55,8,0,0,0,0,0,0,0,1,2
2019-04-22 15:36:22,2019-04-22 15:45:58,IP Address,98.160.153.28,100,575,True,2019-04-22 15:45:58,R_D1WDPTOqQ3QEC8V,,,,,36.1219940185546875,-115.08599853515625,anonymous,EN,5c6dd1fd05ecb500017df34f,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",Female,21,Other (please specify),Filipino,United States of America,0,6,10,22,25,37,0,0,0,0,0,0,14,14,23,23,26,0,0,0,0,0,0,30,21,18,17,14,0,0,0,0,0,0,21,21,21,27,10,0,0,0,0,0,0,9,26,26,24,15,0,0,0,0,0,0,2,1
2019-04-22 15:42:54,2019-04-22 15:47:32,IP Address,148.69.10.25,100,278,True,2019-04-22 15:47:33,R_YceOZLcEwzaSeDD,,,,,41.1486053466796875,-8.610992431640625,anonymous,EN,5cadc0dd664fb00018bd4a2e,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",Female,19,No,,Portugal,00,0,100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,1,1
2019-04-22 15:25:41,2019-04-22 15:47:39,IP Address,220.244.199.144,100,1317,True,2019-04-22 15:47:39,R_3dVLXHi6eYPoxVL,,,,,-34.7653045654296875,138.630401611328125,anonymous,EN,5c6d281ef9f96600015111db,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",Female,56,No,,Australia,20,65,26,9,0,0,0,0,0,0,0,0,42,30,21,7,0,0,0,0,0,0,0,0,0,0,12,22,34,32,0,0,0,0,80,10,6,4,0,0,0,0,0,0,0,0,43,24,17,11,5,0,0,0,0,0,2,1
2019-04-22 15:42:47,2019-04-22 15:47:56,IP Address,189.186.43.67,100,309,True,2019-04-22 15:47:57,R_U9eFDMvIEMqMlVv,,,,,25.0615997314453125,-107.18039703369140625,anonymous,EN,5be3b8e1f45ff600018316d2,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",Male,19,Spanish,,Mexico,0,0,0,0,0,0,0,0,0,100,0,0,40,0,60,0,0,0,0,0,0,0,0,10,0,0,20,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,100,0,0,0,0,0,0,0,0,1,2
2019-04-22 15:45:12,2019-04-22 15:50:01,IP Address,68.228.35.202,100,288,True,2019-04-22 15:50:01,R_3R4Tr6zdBx5HW6C,,,,,32.2129974365234375,-110.82790374755859375,anonymous,EN,5aeaa3c426b6680001697d82,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",Male,20,No,,United States of America,0,27,31,0,0,0,0,0,0,0,0,42,11,18,19,20,22,10,0,0,0,0,0,19,22,27,32,0,0,0,0,0,0,0,10,12,16,18,21,23,0,0,0,0,0,10,10,14,15,18,20,13,0,0,0,0,2,1
2019-04-22 15:46:59,2019-04-22 15:51:56,IP Address,71.59.209.87,100,297,True,2019-04-22 15:51:57,R_3lYv6hmE1Awcjru,,,,,45.5471954345703125,-122.64170074462890625,anonymous,EN,5c2556cdbfe9500001af4b31,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",Female,24,No,,United States of America,2,3,11,31,23,10,9,4,3,2,2,2,2,5,17,22,24,8,5,4,4,3,6,2,6,11,29,23,12,5,4,3,3,2,3,6,27,21,17,11,6,8,1,0,0,3,4,15,31,19,4,5,4,6,3,6,1,1
2019-04-22 15:48:55,2019-04-22 15:52:47,IP Address,175.33.245.201,100,232,True,2019-04-22 15:52:48,R_3CWduLEdJiCjTim,,,,,-37.82330322265625,145.085693359375,anonymous,EN,5ba9cc1c8e137f0001624ff5,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",Female,30,No,,Australia,0,0,0,20,31,49,0,0,0,0,0,0,0,20,35,45,0,0,0,0,0,0,0,1,2,4,10,22,37,24,0,0,0,0,0,0,3,11,20,30,36,0,0,0,0,0,0,0,0,11,22,31,36,0,0,0,2,1
2019-04-22 15:48:11,2019-04-22 15:52:50,IP Address,47.203.81.213,100,279,True,2019-04-22 15:52:50,R_cZvcSzenClyIoVj,,,,,27.8401947021484375,-82.64929962158203125,anonymous,EN,5b0a27791e55760001b9389e,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",Male,32,No,,United States of America,0,2,15,33,40,10,0,0,0,0,0,0,1,7,16,53,23,0,0,0,0,0,0,0,2,18,41,34,5,0,0,0,0,0,0,4,13,60,23,0,0,0,0,0,0,0,2,8,50,32,8,0,0,0,0,0,2,2
2019-04-22 15:49:01,2019-04-22 15:53:45,IP Address,218.214.89.55,100,283,True,2019-04-22 15:53:45,R_2aE39CQKIiU4Y4X,,,,,-33.6833038330078125,150.86669921875,anonymous,EN,5cb7998839dba300163efc51,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",Male,22,Chinese,,Australia,1,40,30,30,0,0,0,0,0,0,0,0,70,30,0,0,0,0,0,0,0,0,0,80,20,0,0,0,0,0,0,0,0,0,0,0,10,20,20,20,30,0,0,0,0,60,30,10,0,0,0,0,0,0,0,0,1,1
2019-04-22 15:49:05,2019-04-22 15:55:02,IP Address,89.238.6.153,100,356,True,2019-04-22 15:55:02,R_10pyunUDHrUfH3u,,,,,53.483306884765625,18.7740936279296875,anonymous,EN,5bf801807b270f0001de9201,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",Male,31,Other (please specify),polish,Poland,3,60,36,4,0,0,0,0,0,0,0,0,49,31,20,0,0,0,0,0,0,0,0,34,26,19,14,7,0,0,0,0,0,0,18,17,17,16,17,15,0,0,0,0,0,8,11,15,20,46,0,0,0,0,0,0,2,2
2019-04-22 15:51:24,2019-04-22 15:55:24,IP Address,69.172.150.254,100,239,True,2019-04-22 15:55:24,R_31nEJOiwmVqpUtc,,,,,49.2151031494140625,-123.1396026611328125,anonymous,EN,5b81eccb47657000017c08e1,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",Male,24,No,,Canada,2,40,31,29,0,0,0,0,0,0,0,0,51,31,18,0,0,0,0,0,0,0,0,81,19,0,0,0,0,0,0,0,0,0,0,0,0,40,40,20,0,0,0,0,0,60,30,10,0,0,0,0,0,0,0,0,1,2
2019-04-22 15:49:42,2019-04-22 15:55:42,IP Address,67.197.107.3,100,360,True,2019-04-22 15:55:43,R_22WimbFk0afoqUx,,,,,34.91510009765625,-81.01290130615234375,anonymous,EN,5ba84fd433e825000161b379,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",Female,19,No,,United States of America,0,0,25,75,0,0,0,0,0,0,0,0,25,50,25,0,0,0,0,0,0,0,0,25,25,50,0,0,0,0,0,0,0,0,0,75,25,0,0,0,0,0,0,0,0,10,80,10,0,0,0,0,0,0,0,0,2,1
2019-04-22 15:51:57,2019-04-22 15:58:22,IP Address,110.20.196.234,100,385,True,2019-04-22 15:58:23,R_2uTVfsao5EJ95ya,,,,,-33.88330078125,151.11669921875,anonymous,EN,5c73509eb6968f0001e0f503,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",Female,35,No,,Australia,10,0,0,0,0,32,27,22,19,0,0,0,0,0,33,35,32,0,0,0,0,0,0,35,39,26,0,0,0,0,0,0,0,0,0,0,0,0,0,27,34,39,0,0,0,0,18,44,38,0,0,0,0,0,0,0,2,2
2019-04-22 15:52:30,2019-04-22 15:58:53,IP Address,213.55.211.20,100,383,True,2019-04-22 15:58:54,R_AKEkNsHxQpfopXz,,,,,47.36639404296875,8.554595947265625,anonymous,EN,5ae194995f327e0001fbb23e,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",Male,32,Chinese,,Switzerland,10,5,11,20,52,12,0,0,0,0,0,0,0,11,15,19,38,17,0,0,0,0,0,0,0,10,21,33,23,13,0,0,0,0,20,31,42,7,0,0,0,0,0,0,0,0,10,22,37,31,0,0,0,0,0,0,2,1
2019-04-22 15:49:40,2019-04-22 15:59:16,IP Address,121.208.52.246,100,575,True,2019-04-22 15:59:17,R_3hgstF42UVK2vzp,,,,,-37.882598876953125,144.700286865234375,anonymous,EN,59b3bdb37f6c84000151c199,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",Male,50,Italian,,Australia,23,5,6,8,12,19,14,11,10,9,5,1,7,10,14,17,18,11,8,6,4,3,2,10,12,13,16,17,12,9,5,3,2,1,2,4,6,7,9,9,10,10,12,13,18,3,6,8,11,14,13,12,10,9,8,6,1,2
2019-04-22 15:53:50,2019-04-22 15:59:21,IP Address,98.155.81.19,100,331,True,2019-04-22 15:59:22,R_1Flb21fkVdfmCcB,,,,,20.7440948486328125,-156.4474945068359375,anonymous,EN,596d2b76ed56f400011f501f,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",Female,32,No,,United States of America,7,1,4,6,13,19,22,17,9,7,2,0,10,11,14,21,26,7,4,3,2,2,0,2,5,12,21,27,24,9,0,0,0,0,0,0,3,9,15,18,16,13,10,9,7,4,7,10,20,28,12,8,4,4,3,0,2,1
2019-04-22 15:57:07,2019-04-22 15:59:47,IP Address,124.190.196.19,100,160,True,2019-04-22 15:59:47,R_3HB0qCUgoNLYplb,,,,,-33.737701416015625,150.99310302734375,anonymous,EN,5ba8faaf38803d0001270631,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",Male,24,No,,Australia,3,0,0,50,29,21,0,0,0,0,0,0,0,26,39,35,0,0,0,0,0,0,0,0,34,42,24,0,0,0,0,0,0,0,0,0,0,15,35,25,25,0,0,0,0,0,0,0,0,29,27,35,9,0,0,0,1,2
2019-04-22 15:57:04,2019-04-22 16:02:27,IP Address,82.131.8.140,100,322,True,2019-04-22 16:02:28,R_2dRVAJi8crYWVLH,,,,,59.4329986572265625,24.7322998046875,anonymous,EN,5be350a51824e4000189d5ba,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",Female,30,Other (please specify),Estonian,Estonia,8,1,4,31,56,4,3,1,0,0,0,0,3,5,9,25,46,10,2,0,0,0,0,2,2,10,14,31,27,8,6,0,0,0,11,10,11,16,30,14,8,0,0,0,0,10,11,16,27,31,5,0,0,0,0,0,2,1
2019-04-22 15:51:20,2019-04-22 16:02:52,IP Address,108.162.107.165,100,692,True,2019-04-22 16:02:53,R_1LIoYcktD1XWowz,,,,,42.4208984375,-82.19930267333984375,anonymous,EN,5c92787fc1513a0017d37683,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",Female,32,No,,Canada,0,2,7,20,29,18,10,4,4,3,2,1,19,35,23,12,9,2,0,0,0,0,0,35,30,21,13,1,0,0,0,0,0,0,61,20,15,4,0,0,0,0,0,0,0,10,28,20,16,14,9,3,0,0,0,0,2,1
2019-04-22 15:55:31,2019-04-22 16:03:18,IP Address,109.155.91.77,100,466,True,2019-04-22 16:03:18,R_12gy43VL4GBQJWE,,,,,51.58770751953125,-2.9983978271484375,anonymous,EN,5c55fe15b571e7000119e5d9,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",Female,35,Other (please specify),Polish,United Kingdom of Great Britain and Northern Ireland,0,40,24,25,8,3,0,0,0,0,0,0,22,19,17,29,6,4,3,0,0,0,0,15,22,17,46,0,0,0,0,0,0,0,32,24,16,16,12,0,0,0,0,0,0,10,11,10,26,23,11,9,0,0,0,0,2,1
2019-04-22 15:58:25,2019-04-22 16:03:33,IP Address,177.236.59.28,100,308,True,2019-04-22 16:03:35,R_1giPKjRq84DUwJg,,,,,32.506500244140625,-117.003997802734375,anonymous,EN,5bacc09b709f60000104352f,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",Male,23,Spanish,,Mexico,1,50,30,20,0,0,0,0,0,0,0,0,15,20,45,20,0,0,0,0,0,0,0,5,15,35,25,20,0,0,0,0,0,0,50,35,15,0,0,0,0,0,0,0,0,10,20,40,30,0,0,0,0,0,0,0,2,2
2019-04-22 16:01:57,2019-04-22 16:03:38,IP Address,31.41.31.13,100,101,True,2019-04-22 16:03:38,R_3OiVFgyOh7RZVp5,,,,,52.9821014404296875,22.24420166015625,anonymous,EN,5bab621fb52ddd00010256cf,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",Male,29,Other (please specify),Polish,Poland,3,40,40,20,0,0,0,0,0,0,0,0,1,26,40,0,0,33,0,0,0,0,0,19,28,10,12,31,0,0,0,0,0,0,8,3,7,7,24,18,9,7,17,0,0,12,15,4,0,6,4,15,11,16,17,0,2,1
2019-04-22 15:57:53,2019-04-22 16:04:18,IP Address,50.46.206.111,100,385,True,2019-04-22 16:04:19,R_2DOn49ZQk3TJGzL,,,,,48.1829986572265625,-122.1136016845703125,anonymous,EN,5c31c9b70091e40001cc3aa3,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",Male,26,No,,United States of America,0,0,0,0,50,0,0,0,0,50,0,0,0,0,30,0,20,20,0,30,0,0,0,0,0,0,10,45,0,0,15,15,15,0,0,0,0,0,0,0,0,0,0,0,100,0,0,30,25,45,0,0,0,0,0,0,2,1
2019-04-22 15:59:25,2019-04-22 16:05:28,IP Address,107.194.67.22,100,363,True,2019-04-22 16:05:29,R_1pANNMt1cMpSAlJ,,,,,34.130096435546875,-117.20439910888671875,anonymous,EN,59dc64753e4b5a00016a984f,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",Male,19,Vietnamese,,United States of America,1,38,23,0,0,31,0,8,0,0,0,0,36,30,0,7,27,0,0,0,0,0,0,64,36,0,0,0,0,0,0,0,0,0,43,31,26,0,0,0,0,0,0,0,0,39,32,29,0,0,0,0,0,0,0,0,1,2
2019-04-22 15:59:36,2019-04-22 16:05:38,IP Address,24.155.242.20,100,362,True,2019-04-22 16:05:39,R_2zZb0DV3L3GRdKQ,,,,,30.3074951171875,-97.7270965576171875,anonymous,EN,5bad4be8b712f30001b87947,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",Male,35,No,,United States of America,3,0,0,56,44,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,1
2019-04-22 16:02:11,2019-04-22 16:06:26,IP Address,121.218.8.14,100,255,True,2019-04-22 16:06:28,R_2zLOalJpPcfwmAg,,,,,-32.716705322265625,151.533294677734375,anonymous,EN,5a6b057a0384310001944dfc,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",Male,42,No,,Australia,3,21,26,22,25,6,0,0,0,0,0,0,14,18,34,16,9,9,0,0,0,0,0,58,25,17,0,0,0,0,0,0,0,0,15,22,39,24,0,0,0,0,0,0,0,6,16,28,50,0,0,0,0,0,0,0,2,2
2019-04-22 16:03:06,2019-04-22 16:07:58,IP Address,94.192.105.217,100,291,True,2019-04-22 16:08:00,R_2xFvAT4kEs2O1yc,,,,,52.713104248046875,-0.3516998291015625,anonymous,EN,582086da97b5100001b9b830,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",Female,31,No,,United Kingdom of Great Britain and Northern Ireland,0,30,19,18,14,10,9,0,0,0,0,0,40,31,24,5,0,0,0,0,0,0,0,24,18,20,19,19,0,0,0,0,0,0,32,31,31,6,0,0,0,0,0,0,0,30,30,30,10,0,0,0,0,0,0,0,2,2
