view_history,rt,stage,trial_type,trial_index,time_elapsed,internal_node_id,subject,thesis_project,experiment,sample,similarity,distribution,awareness,presentation,project_variation,current_project_choice_order,PROLIFIC_PID,STUDY_ID,SESSION_ID,responses,current_response,question_order,stimulus,button_pressed,dateCreated
NA,311.33509299999696,project_choice,survey-multi-choice,10,3879,0.0-0.0-2.0-4.0-0.0-0.0-0.5,729738jcfx6h03j,aggregation,experiment4,prolific,low,absent,naive,separate,3,21,NA,NA,NA,"{""national-newspaper_politics_175_240_0.3"":""Yes""}",NA,[0],NA,NA,02/09/2020 09:47:49
NA,246.4233999999974,project_choice,survey-multi-choice,11,4129,0.0-0.0-2.0-4.0-0.0-0.0-0.6,729738jcfx6h03j,aggregation,experiment4,prolific,low,absent,naive,separate,3,21,NA,NA,NA,"{""pharmaceutical_anaemia_135_240_0.6"":""No""}",NA,[0],NA,NA,02/09/2020 09:47:49
NA,253.79479000000083,project_choice,survey-multi-choice,12,4385,0.0-0.0-2.0-4.0-0.0-0.0-0.7,729738jcfx6h03j,aggregation,experiment4,prolific,low,absent,naive,separate,3,21,NA,NA,NA,"{""railway_Uttar-Pradesh-India_120_240_0.6"":""Yes""}",NA,[0],NA,NA,02/09/2020 09:47:49
NA,282.0315410000094,project_choice,survey-multi-choice,13,4670,0.0-0.0-2.0-4.0-0.0-0.0-0.8,729738jcfx6h03j,aggregation,experiment4,prolific,low,absent,naive,separate,3,21,NA,NA,NA,"{""GMO_tomato-crop-that-induces-a-Hepatitis-B-immune-response_175_240_0.45"":""No""}",NA,[0],NA,NA,02/09/2020 09:47:49
NA,231.6451289999859,project_choice,survey-multi-choice,14,4904,0.0-0.0-2.0-4.0-0.0-0.0-0.9,729738jcfx6h03j,aggregation,experiment4,prolific,low,absent,naive,separate,3,21,NA,NA,NA,"{""high-rise-construction_15-flat-plate-and-flat-slab_100_240_0.75"":""No""}",NA,[0],NA,NA,02/09/2020 09:47:49
NA,241.80963599999995,project_choice,survey-multi-choice,15,5148,0.0-0.0-2.0-4.0-0.0-0.0-0.10,729738jcfx6h03j,aggregation,experiment4,prolific,low,absent,naive,separate,3,21,NA,NA,NA,"{""oil-well_onshore-Stavanger-Norway_135_240_0.55"":""Yes""}",NA,[0],NA,NA,02/09/2020 09:47:49
NA,245.44673200000489,project_choice,survey-multi-choice,16,5395,0.0-0.0-2.0-4.0-0.0-0.0-0.11,729738jcfx6h03j,aggregation,experiment4,prolific,low,absent,naive,separate,3,21,NA,NA,NA,"{""microchip_military-communication_150_240_0.45"":""No""}",NA,[0],NA,NA,02/09/2020 09:47:49
NA,279.4522279999974,project_choice,survey-multi-choice,17,5677,0.0-0.0-2.0-4.0-0.0-0.0-0.12,729738jcfx6h03j,aggregation,experiment4,prolific,low,absent,naive,separate,3,21,NA,NA,NA,"{""record-deal_pop_115_240_0.55"":""Yes""}",NA,[0],NA,NA,02/09/2020 09:47:49
NA,239.82426200001373,project_choice,survey-multi-choice,18,5918,0.0-0.0-2.0-4.0-0.0-0.0-0.13,729738jcfx6h03j,aggregation,experiment4,prolific,low,absent,naive,separate,3,21,NA,NA,NA,"{""shipping-logistics_artwork_180_240_0.35"":""Yes""}",NA,[0],NA,NA,02/09/2020 09:47:49
NA,250.0056340000183,project_choice,survey-multi-choice,19,6170,0.0-0.0-2.0-4.0-0.0-0.0-0.14,729738jcfx6h03j,aggregation,experiment4,prolific,low,absent,naive,separate,3,21,NA,NA,NA,"{""restaurant-chain_sushi_145_240_0.55"":""Yes""}",NA,[0],NA,NA,02/09/2020 09:47:49
NA,241.52815100001135,project_choice,survey-multi-choice,20,6414,0.0-0.0-2.0-4.0-0.0-0.0-0.15,729738jcfx6h03j,aggregation,experiment4,prolific,low,absent,naive,separate,3,21,NA,NA,NA,"{""national-newspaper_sport_195_240_0.3"":""No""}",NA,[0],NA,NA,02/09/2020 09:47:49
NA,290.7504270000063,project_choice,survey-multi-choice,21,6707,0.0-0.0-2.0-4.0-0.0-0.0-0.16,729738jcfx6h03j,aggregation,experiment4,prolific,low,absent,naive,separate,3,21,NA,NA,NA,"{""pharmaceutical_pneumonia_115_240_0.7"":""Yes""}",NA,[0],NA,NA,02/09/2020 09:47:49
NA,259.70172100002765,project_choice,survey-multi-choice,22,6968,0.0-0.0-2.0-4.0-0.0-0.0-0.17,729738jcfx6h03j,aggregation,experiment4,prolific,low,absent,naive,separate,3,21,NA,NA,NA,"{""railway_Kano-State-Nigera_105_240_0.65"":""No""}",NA,[0],NA,NA,02/09/2020 09:47:49
NA,250.21002500000122,project_choice,survey-multi-choice,23,7220,0.0-0.0-2.0-4.0-0.0-0.0-0.18,729738jcfx6h03j,aggregation,experiment4,prolific,low,absent,naive,separate,3,21,NA,NA,NA,"{""GMO_insect-resistant-persimmon_165_240_0.45"":""Yes""}",NA,[0],NA,NA,02/09/2020 09:47:49
NA,310.3650229999748,project_choice,survey-multi-choice,24,7533,0.0-0.0-2.0-4.0-0.0-0.0-0.19,729738jcfx6h03j,aggregation,experiment4,prolific,low,absent,naive,separate,3,21,NA,NA,NA,"{""high-rise-construction_40-wall-frame_105_240_0.7"":""No""}",NA,[0],NA,NA,02/09/2020 09:47:49
NA,183.32281700000385,project_expectation,survey-html-form,25,7718,0.0-0.0-3.0-0.0,729738jcfx6h03j,aggregation,experiment4,prolific,low,absent,naive,separate,3,21,NA,NA,NA,"{""project_expectation"":""57""}",NA,NA,NA,NA,02/09/2020 09:47:49
NA,192.11662099999648,project_number,survey-html-form,26,7911,0.0-0.0-3.0-1.0,729738jcfx6h03j,aggregation,experiment4,prolific,low,absent,naive,separate,3,21,NA,NA,NA,"{""project_number"":""38""}",NA,NA,NA,NA,02/09/2020 09:47:49
NA,159.42971699999453,portfolio_binary,html-button-response,27,8072,0.0-0.0-3.0-2.0-0.0,729738jcfx6h03j,aggregation,experiment4,prolific,low,absent,naive,separate,3,21,NA,NA,NA,NA,NA,NA,"<p>
  <strong>Consider all the projects you saw. If you had to choose between investing in all of them, or investing in none of them, which would you choose?</strong>
</p>",1,02/09/2020 09:47:49
NA,181.22811600000023,portfolio_number,survey-html-form,28,8254,0.0-0.0-3.0-3.0-0.0,729738jcfx6h03j,aggregation,experiment4,prolific,low,absent,naive,separate,3,21,NA,NA,NA,"{""portfolio_number"":""15""}",NA,NA,NA,NA,02/09/2020 09:47:49
"[{""page_index"":0,""viewing_time"":61.608998000026986},{""page_index"":1,""viewing_time"":76.06392799999594}]",137.86351200002537,debrief,instructions,29,8392,0.0-0.0-3.0-4.0,729738jcfx6h03j,aggregation,experiment4,prolific,low,absent,naive,separate,3,21,NA,NA,NA,NA,NA,NA,NA,NA,02/09/2020 09:47:49
