view_history,rt,stage,trial_type,trial_index,time_elapsed,internal_node_id,subject,thesis_project,experiment,sample,similarity,distribution,awareness,presentation,project_variation,current_project_choice_order,PROLIFIC_PID,STUDY_ID,SESSION_ID,responses,current_response,question_order,stimulus,button_pressed,dateCreated
NA,315.00483099999565,project_choice,survey-multi-choice,10,4943,0.0-0.0-2.0-10.0-0.0-0.0-0.4,lpw566owfw75kag,aggregation,experiment4,prolific,low,absent,naive,separate,9,21,NA,NA,NA,"{""restaurant-chain_italian_155_240_0.45"":""Yes""}",NA,[0],NA,NA,02/09/2020 09:47:19
NA,238.62867399999777,project_choice,survey-multi-choice,11,5184,0.0-0.0-2.0-10.0-0.0-0.0-0.5,lpw566owfw75kag,aggregation,experiment4,prolific,low,absent,naive,separate,9,21,NA,NA,NA,"{""national-newspaper_electronics_175_240_0.3"":""No""}",NA,[0],NA,NA,02/09/2020 09:47:19
NA,232.60725699999784,project_choice,survey-multi-choice,12,5419,0.0-0.0-2.0-10.0-0.0-0.0-0.6,lpw566owfw75kag,aggregation,experiment4,prolific,low,absent,naive,separate,9,21,NA,NA,NA,"{""pharmaceutical_leukaemia_135_240_0.6"":""No""}",NA,[0],NA,NA,02/09/2020 09:47:19
NA,226.2545419999924,project_choice,survey-multi-choice,13,5648,0.0-0.0-2.0-10.0-0.0-0.0-0.7,lpw566owfw75kag,aggregation,experiment4,prolific,low,absent,naive,separate,9,21,NA,NA,NA,"{""railway_Guangdong-China_120_240_0.6"":""No""}",NA,[0],NA,NA,02/09/2020 09:47:19
NA,281.3820450000012,project_choice,survey-multi-choice,14,5931,0.0-0.0-2.0-10.0-0.0-0.0-0.8,lpw566owfw75kag,aggregation,experiment4,prolific,low,absent,naive,separate,9,21,NA,NA,NA,"{""GMO_potato-crop-enriched-with-Vitamin-A_175_240_0.45"":""No""}",NA,[0],NA,NA,02/09/2020 09:47:19
NA,244.8801160000039,project_choice,survey-multi-choice,15,6178,0.0-0.0-2.0-10.0-0.0-0.0-0.9,lpw566owfw75kag,aggregation,experiment4,prolific,low,absent,naive,separate,9,21,NA,NA,NA,"{""high-rise-construction_10-coupled-wall_100_240_0.75"":""No""}",NA,[0],NA,NA,02/09/2020 09:47:19
NA,245.51482399999713,project_choice,survey-multi-choice,16,6426,0.0-0.0-2.0-10.0-0.0-0.0-0.10,lpw566owfw75kag,aggregation,experiment4,prolific,low,absent,naive,separate,9,21,NA,NA,NA,"{""oil-well_onshore-Daqing-China_135_240_0.55"":""Yes""}",NA,[0],NA,NA,02/09/2020 09:47:19
NA,230.91441900000154,project_choice,survey-multi-choice,17,6659,0.0-0.0-2.0-10.0-0.0-0.0-0.11,lpw566owfw75kag,aggregation,experiment4,prolific,low,absent,naive,separate,9,21,NA,NA,NA,"{""microchip_microwave_150_240_0.45"":""No""}",NA,[0],NA,NA,02/09/2020 09:47:19
NA,306.77070699999877,project_choice,survey-multi-choice,18,6968,0.0-0.0-2.0-10.0-0.0-0.0-0.12,lpw566owfw75kag,aggregation,experiment4,prolific,low,absent,naive,separate,9,21,NA,NA,NA,"{""record-deal_R&B_115_240_0.55"":""No""}",NA,[0],NA,NA,02/09/2020 09:47:19
NA,239.5015620000013,project_choice,survey-multi-choice,19,7210,0.0-0.0-2.0-10.0-0.0-0.0-0.13,lpw566owfw75kag,aggregation,experiment4,prolific,low,absent,naive,separate,9,21,NA,NA,NA,"{""shipping-logistics_kitchenware_180_240_0.35"":""Yes""}",NA,[0],NA,NA,02/09/2020 09:47:19
NA,237.79676499999914,project_choice,survey-multi-choice,20,7449,0.0-0.0-2.0-10.0-0.0-0.0-0.14,lpw566owfw75kag,aggregation,experiment4,prolific,low,absent,naive,separate,9,21,NA,NA,NA,"{""restaurant-chain_mexican_145_240_0.55"":""No""}",NA,[0],NA,NA,02/09/2020 09:47:19
NA,241.02013599998827,project_choice,survey-multi-choice,21,7692,0.0-0.0-2.0-10.0-0.0-0.0-0.15,lpw566owfw75kag,aggregation,experiment4,prolific,low,absent,naive,separate,9,21,NA,NA,NA,"{""national-newspaper_fashion_195_240_0.3"":""No""}",NA,[0],NA,NA,02/09/2020 09:47:19
NA,287.0876369999987,project_choice,survey-multi-choice,22,7981,0.0-0.0-2.0-10.0-0.0-0.0-0.16,lpw566owfw75kag,aggregation,experiment4,prolific,low,absent,naive,separate,9,21,NA,NA,NA,"{""pharmaceutical_Sickle-cell-disease_115_240_0.7"":""Yes""}",NA,[0],NA,NA,02/09/2020 09:47:19
NA,230.99690300000384,project_choice,survey-multi-choice,23,8214,0.0-0.0-2.0-10.0-0.0-0.0-0.17,lpw566owfw75kag,aggregation,experiment4,prolific,low,absent,naive,separate,9,21,NA,NA,NA,"{""railway_California-USA_105_240_0.65"":""Yes""}",NA,[0],NA,NA,02/09/2020 09:47:19
NA,234.72548899999856,project_choice,survey-multi-choice,24,8451,0.0-0.0-2.0-10.0-0.0-0.0-0.18,lpw566owfw75kag,aggregation,experiment4,prolific,low,absent,naive,separate,9,21,NA,NA,NA,"{""GMO_trout-with-increased-growth-rate_165_240_0.45"":""No""}",NA,[0],NA,NA,02/09/2020 09:47:19
NA,246.9743829999952,project_choice,survey-multi-choice,25,8700,0.0-0.0-2.0-10.0-0.0-0.0-0.19,lpw566owfw75kag,aggregation,experiment4,prolific,low,absent,naive,separate,9,21,NA,NA,NA,"{""high-rise-construction_20-rigid-frame_105_240_0.7"":""Yes""}",NA,[0],NA,NA,02/09/2020 09:47:19
NA,253.71263499999986,project_expectation,survey-html-form,26,8955,0.0-0.0-3.0-0.0,lpw566owfw75kag,aggregation,experiment4,prolific,low,absent,naive,separate,9,21,NA,NA,NA,"{""project_expectation"":""1""}",NA,NA,NA,NA,02/09/2020 09:47:19
NA,179.05224399999133,project_number,survey-html-form,27,9135,0.0-0.0-3.0-1.0,lpw566owfw75kag,aggregation,experiment4,prolific,low,absent,naive,separate,9,21,NA,NA,NA,"{""project_number"":""1""}",NA,NA,NA,NA,02/09/2020 09:47:19
NA,145.31134999999995,portfolio_binary,html-button-response,28,9281,0.0-0.0-3.0-2.0-0.0,lpw566owfw75kag,aggregation,experiment4,prolific,low,absent,naive,separate,9,21,NA,NA,NA,NA,NA,NA,"<p>
  <strong>Consider all the projects you saw. If you had to choose between investing in all of them, or investing in none of them, which would you choose?</strong>
</p>",1,02/09/2020 09:47:19
NA,186.46054399999957,portfolio_number,survey-html-form,29,9468,0.0-0.0-3.0-3.0-0.0,lpw566owfw75kag,aggregation,experiment4,prolific,low,absent,naive,separate,9,21,NA,NA,NA,"{""portfolio_number"":""10""}",NA,NA,NA,NA,02/09/2020 09:47:19
"[{""page_index"":0,""viewing_time"":62.548004000005676},{""page_index"":1,""viewing_time"":64.0961630000038}]",126.82063300000846,debrief,instructions,30,9595,0.0-0.0-3.0-4.0,lpw566owfw75kag,aggregation,experiment4,prolific,low,absent,naive,separate,9,21,NA,NA,NA,NA,NA,NA,NA,NA,02/09/2020 09:47:19
