view_history,rt,stage,trial_type,trial_index,time_elapsed,internal_node_id,subject,thesis_project,experiment,sample,similarity,distribution,awareness,presentation,project_variation,current_project_choice_order,PROLIFIC_PID,STUDY_ID,SESSION_ID,responses,current_response,question_order,stimulus,button_pressed,dateCreated
NA,330.1286340000047,project_choice,survey-multi-choice,10,4233,0.0-0.0-2.0-14.0-0.0-0.0-0.5,vztf93lwwwny0v3,aggregation,experiment4,prolific,low,absent,aware,separate,3,21,NA,NA,NA,"{""national-newspaper_politics_175_240_0.3"":""Yes""}",NA,[0],NA,NA,02/09/2020 09:48:27
NA,235.34339299999374,project_choice,survey-multi-choice,11,4472,0.0-0.0-2.0-14.0-0.0-0.0-0.6,vztf93lwwwny0v3,aggregation,experiment4,prolific,low,absent,aware,separate,3,21,NA,NA,NA,"{""pharmaceutical_anaemia_135_240_0.6"":""No""}",NA,[0],NA,NA,02/09/2020 09:48:27
NA,231.05419000000893,project_choice,survey-multi-choice,12,4705,0.0-0.0-2.0-14.0-0.0-0.0-0.7,vztf93lwwwny0v3,aggregation,experiment4,prolific,low,absent,aware,separate,3,21,NA,NA,NA,"{""railway_Uttar-Pradesh-India_120_240_0.6"":""No""}",NA,[0],NA,NA,02/09/2020 09:48:27
NA,334.99070300001677,project_choice,survey-multi-choice,13,5042,0.0-0.0-2.0-14.0-0.0-0.0-0.8,vztf93lwwwny0v3,aggregation,experiment4,prolific,low,absent,aware,separate,3,21,NA,NA,NA,"{""GMO_tomato-crop-that-induces-a-Hepatitis-B-immune-response_175_240_0.45"":""Yes""}",NA,[0],NA,NA,02/09/2020 09:48:27
NA,283.24578299998393,project_choice,survey-multi-choice,14,5329,0.0-0.0-2.0-14.0-0.0-0.0-0.9,vztf93lwwwny0v3,aggregation,experiment4,prolific,low,absent,aware,separate,3,21,NA,NA,NA,"{""high-rise-construction_15-flat-plate-and-flat-slab_100_240_0.75"":""No""}",NA,[0],NA,NA,02/09/2020 09:48:27
NA,227.92109299999174,project_choice,survey-multi-choice,15,5560,0.0-0.0-2.0-14.0-0.0-0.0-0.10,vztf93lwwwny0v3,aggregation,experiment4,prolific,low,absent,aware,separate,3,21,NA,NA,NA,"{""oil-well_onshore-Stavanger-Norway_135_240_0.55"":""No""}",NA,[0],NA,NA,02/09/2020 09:48:27
NA,300.4300960000137,project_choice,survey-multi-choice,16,5862,0.0-0.0-2.0-14.0-0.0-0.0-0.11,vztf93lwwwny0v3,aggregation,experiment4,prolific,low,absent,aware,separate,3,21,NA,NA,NA,"{""microchip_military-communication_150_240_0.45"":""No""}",NA,[0],NA,NA,02/09/2020 09:48:27
NA,294.35929999999644,project_choice,survey-multi-choice,17,6159,0.0-0.0-2.0-14.0-0.0-0.0-0.12,vztf93lwwwny0v3,aggregation,experiment4,prolific,low,absent,aware,separate,3,21,NA,NA,NA,"{""record-deal_pop_115_240_0.55"":""No""}",NA,[0],NA,NA,02/09/2020 09:48:27
NA,247.8524240000006,project_choice,survey-multi-choice,18,6409,0.0-0.0-2.0-14.0-0.0-0.0-0.13,vztf93lwwwny0v3,aggregation,experiment4,prolific,low,absent,aware,separate,3,21,NA,NA,NA,"{""shipping-logistics_artwork_180_240_0.35"":""No""}",NA,[0],NA,NA,02/09/2020 09:48:27
NA,287.21706999999697,project_choice,survey-multi-choice,19,6698,0.0-0.0-2.0-14.0-0.0-0.0-0.14,vztf93lwwwny0v3,aggregation,experiment4,prolific,low,absent,aware,separate,3,21,NA,NA,NA,"{""restaurant-chain_sushi_145_240_0.55"":""Yes""}",NA,[0],NA,NA,02/09/2020 09:48:27
NA,254.02476299998943,project_choice,survey-multi-choice,20,6954,0.0-0.0-2.0-14.0-0.0-0.0-0.15,vztf93lwwwny0v3,aggregation,experiment4,prolific,low,absent,aware,separate,3,21,NA,NA,NA,"{""national-newspaper_sport_195_240_0.3"":""No""}",NA,[0],NA,NA,02/09/2020 09:48:27
NA,262.015408999986,project_choice,survey-multi-choice,21,7218,0.0-0.0-2.0-14.0-0.0-0.0-0.16,vztf93lwwwny0v3,aggregation,experiment4,prolific,low,absent,aware,separate,3,21,NA,NA,NA,"{""pharmaceutical_pneumonia_115_240_0.7"":""Yes""}",NA,[0],NA,NA,02/09/2020 09:48:27
NA,290.37432000001263,project_choice,survey-multi-choice,22,7512,0.0-0.0-2.0-14.0-0.0-0.0-0.17,vztf93lwwwny0v3,aggregation,experiment4,prolific,low,absent,aware,separate,3,21,NA,NA,NA,"{""railway_Kano-State-Nigera_105_240_0.65"":""No""}",NA,[0],NA,NA,02/09/2020 09:48:27
NA,243.40790200000083,project_choice,survey-multi-choice,23,7758,0.0-0.0-2.0-14.0-0.0-0.0-0.18,vztf93lwwwny0v3,aggregation,experiment4,prolific,low,absent,aware,separate,3,21,NA,NA,NA,"{""GMO_insect-resistant-persimmon_165_240_0.45"":""No""}",NA,[0],NA,NA,02/09/2020 09:48:27
NA,242.42197799998212,project_choice,survey-multi-choice,24,8003,0.0-0.0-2.0-14.0-0.0-0.0-0.19,vztf93lwwwny0v3,aggregation,experiment4,prolific,low,absent,aware,separate,3,21,NA,NA,NA,"{""high-rise-construction_40-wall-frame_105_240_0.7"":""Yes""}",NA,[0],NA,NA,02/09/2020 09:48:27
NA,197.66224399998555,project_expectation,survey-html-form,25,8202,0.0-0.0-3.0-0.0,vztf93lwwwny0v3,aggregation,experiment4,prolific,low,absent,aware,separate,3,21,NA,NA,NA,"{""project_expectation"":""72""}",NA,NA,NA,NA,02/09/2020 09:48:27
NA,234.9007169999877,project_number,survey-html-form,26,8438,0.0-0.0-3.0-1.0,vztf93lwwwny0v3,aggregation,experiment4,prolific,low,absent,aware,separate,3,21,NA,NA,NA,"{""project_number"":""4""}",NA,NA,NA,NA,02/09/2020 09:48:27
NA,144.4911350000093,portfolio_binary,html-button-response,27,8583,0.0-0.0-3.0-2.0-0.0,vztf93lwwwny0v3,aggregation,experiment4,prolific,low,absent,aware,separate,3,21,NA,NA,NA,NA,NA,NA,"<p>
  <strong>Consider all the projects you saw. If you had to choose between investing in all of them, or investing in none of them, which would you choose?</strong>
</p>",1,02/09/2020 09:48:27
NA,205.6380059999865,portfolio_number,survey-html-form,28,8790,0.0-0.0-3.0-3.0-0.0,vztf93lwwwny0v3,aggregation,experiment4,prolific,low,absent,aware,separate,3,21,NA,NA,NA,"{""portfolio_number"":""2""}",NA,NA,NA,NA,02/09/2020 09:48:27
"[{""page_index"":0,""viewing_time"":63.16446099998575},{""page_index"":1,""viewing_time"":60.21452900000622}]",123.55974700000297,debrief,instructions,29,8914,0.0-0.0-3.0-4.0,vztf93lwwwny0v3,aggregation,experiment4,prolific,low,absent,aware,separate,3,21,NA,NA,NA,NA,NA,NA,NA,NA,02/09/2020 09:48:27
