view_history,rt,stage,trial_type,trial_index,time_elapsed,internal_node_id,subject,thesis_project,experiment,sample,similarity,distribution,awareness,presentation,project_variation,current_project_choice_order,PROLIFIC_PID,STUDY_ID,SESSION_ID,responses,current_response,question_order,stimulus,button_pressed,dateCreated
NA,236.97733899999912,project_choice,survey-multi-choice,12,4340,0.0-0.0-2.0-8.0-0.0-0.0-0.7,tx3c3z1eqgw6vl7,aggregation,experiment4,prolific,low,absent,naive,separate,7,21,NA,NA,NA,"{""railway_Krasnodar-Krai-Russia_120_240_0.6"":""No""}",NA,[0],NA,NA,02/09/2020 09:46:19
NA,297.4054120000028,project_choice,survey-multi-choice,13,4639,0.0-0.0-2.0-8.0-0.0-0.0-0.8,tx3c3z1eqgw6vl7,aggregation,experiment4,prolific,low,absent,naive,separate,7,21,NA,NA,NA,"{""GMO_sunflower-oil-with-healthier-fatty-acid-composition_175_240_0.45"":""Yes""}",NA,[0],NA,NA,02/09/2020 09:46:19
NA,247.28969899999993,project_choice,survey-multi-choice,14,4889,0.0-0.0-2.0-8.0-0.0-0.0-0.9,tx3c3z1eqgw6vl7,aggregation,experiment4,prolific,low,absent,naive,separate,7,21,NA,NA,NA,"{""high-rise-construction_50-hybrid_100_240_0.75"":""No""}",NA,[0],NA,NA,02/09/2020 09:46:19
NA,287.2248909999935,project_choice,survey-multi-choice,15,5178,0.0-0.0-2.0-8.0-0.0-0.0-0.10,tx3c3z1eqgw6vl7,aggregation,experiment4,prolific,low,absent,naive,separate,7,21,NA,NA,NA,"{""oil-well_onshore-Dhahran-Saudi-Arabia_135_240_0.55"":""Yes""}",NA,[0],NA,NA,02/09/2020 09:46:19
NA,269.5043469999946,project_choice,survey-multi-choice,16,5450,0.0-0.0-2.0-8.0-0.0-0.0-0.11,tx3c3z1eqgw6vl7,aggregation,experiment4,prolific,low,absent,naive,separate,7,21,NA,NA,NA,"{""microchip_DSLR-camera_150_240_0.45"":""Yes""}",NA,[0],NA,NA,02/09/2020 09:46:19
NA,263.94452600000386,project_choice,survey-multi-choice,17,5716,0.0-0.0-2.0-8.0-0.0-0.0-0.12,tx3c3z1eqgw6vl7,aggregation,experiment4,prolific,low,absent,naive,separate,7,21,NA,NA,NA,"{""record-deal_indie-rock_115_240_0.55"":""No""}",NA,[0],NA,NA,02/09/2020 09:46:19
NA,316.5224769999995,project_choice,survey-multi-choice,18,6035,0.0-0.0-2.0-8.0-0.0-0.0-0.13,tx3c3z1eqgw6vl7,aggregation,experiment4,prolific,low,absent,naive,separate,7,21,NA,NA,NA,"{""shipping-logistics_power-tools_180_240_0.35"":""Yes""}",NA,[0],NA,NA,02/09/2020 09:46:19
NA,268.118876999999,project_choice,survey-multi-choice,19,6305,0.0-0.0-2.0-8.0-0.0-0.0-0.14,tx3c3z1eqgw6vl7,aggregation,experiment4,prolific,low,absent,naive,separate,7,21,NA,NA,NA,"{""restaurant-chain_chinese_145_240_0.55"":""Yes""}",NA,[0],NA,NA,02/09/2020 09:46:19
NA,336.395238000001,project_choice,survey-multi-choice,20,6644,0.0-0.0-2.0-8.0-0.0-0.0-0.15,tx3c3z1eqgw6vl7,aggregation,experiment4,prolific,low,absent,naive,separate,7,21,NA,NA,NA,"{""national-newspaper_business_195_240_0.3"":""Yes""}",NA,[0],NA,NA,02/09/2020 09:46:19
NA,321.5885889999936,project_choice,survey-multi-choice,21,6968,0.0-0.0-2.0-8.0-0.0-0.0-0.16,tx3c3z1eqgw6vl7,aggregation,experiment4,prolific,low,absent,naive,separate,7,21,NA,NA,NA,"{""pharmaceutical_immune-dysregulation_115_240_0.7"":""Yes""}",NA,[0],NA,NA,02/09/2020 09:46:19
NA,273.9873920000018,project_choice,survey-multi-choice,22,7245,0.0-0.0-2.0-8.0-0.0-0.0-0.17,tx3c3z1eqgw6vl7,aggregation,experiment4,prolific,low,absent,naive,separate,7,21,NA,NA,NA,"{""railway_Punjab-Pakistan_105_240_0.65"":""Yes""}",NA,[0],NA,NA,02/09/2020 09:46:19
NA,320.91483400000016,project_choice,survey-multi-choice,23,7567,0.0-0.0-2.0-8.0-0.0-0.0-0.18,tx3c3z1eqgw6vl7,aggregation,experiment4,prolific,low,absent,naive,separate,7,21,NA,NA,NA,"{""GMO_animal-feed-with-enzymes-to-enhance-digestion_165_240_0.45"":""No""}",NA,[0],NA,NA,02/09/2020 09:46:19
NA,308.68637200000376,project_choice,survey-multi-choice,24,7878,0.0-0.0-2.0-8.0-0.0-0.0-0.19,tx3c3z1eqgw6vl7,aggregation,experiment4,prolific,low,absent,naive,separate,7,21,NA,NA,NA,"{""high-rise-construction_30-braced-frame_105_240_0.7"":""No""}",NA,[0],NA,NA,02/09/2020 09:46:19
NA,238.04637299999558,project_expectation,survey-html-form,25,8118,0.0-0.0-3.0-0.0,tx3c3z1eqgw6vl7,aggregation,experiment4,prolific,low,absent,naive,separate,7,21,NA,NA,NA,"{""project_expectation"":""34""}",NA,NA,NA,NA,02/09/2020 09:46:19
NA,211.03365799999756,project_number,survey-html-form,26,8330,0.0-0.0-3.0-1.0,tx3c3z1eqgw6vl7,aggregation,experiment4,prolific,low,absent,naive,separate,7,21,NA,NA,NA,"{""project_number"":""1""}",NA,NA,NA,NA,02/09/2020 09:46:19
NA,159.83437100000265,portfolio_binary,html-button-response,27,8491,0.0-0.0-3.0-2.0-0.0,tx3c3z1eqgw6vl7,aggregation,experiment4,prolific,low,absent,naive,separate,7,21,NA,NA,NA,NA,NA,NA,"<p>
  <strong>Consider all the projects you saw. If you had to choose between investing in all of them, or investing in none of them, which would you choose?</strong>
</p>",1,02/09/2020 09:46:19
NA,245.3930240000027,portfolio_number,survey-html-form,28,8738,0.0-0.0-3.0-3.0-0.0,tx3c3z1eqgw6vl7,aggregation,experiment4,prolific,low,absent,naive,separate,7,21,NA,NA,NA,"{""portfolio_number"":""18""}",NA,NA,NA,NA,02/09/2020 09:46:19
"[{""page_index"":0,""viewing_time"":95.28982099999303},{""page_index"":1,""viewing_time"":61.38494200000423}]",156.85899999999674,debrief,instructions,29,8895,0.0-0.0-3.0-4.0,tx3c3z1eqgw6vl7,aggregation,experiment4,prolific,low,absent,naive,separate,7,21,NA,NA,NA,NA,NA,NA,NA,NA,02/09/2020 09:46:19
