view_history,rt,stage,trial_type,trial_index,time_elapsed,internal_node_id,subject,thesis_project,experiment,sample,similarity,distribution,awareness,presentation,project_variation,current_project_choice_order,PROLIFIC_PID,STUDY_ID,SESSION_ID,responses,current_response,question_order,stimulus,button_pressed,dateCreated
NA,329.6943839999931,project_choice,survey-multi-choice,10,5282,0.0-0.0-2.0-3.0-0.0-0.0-0.4,qoburgc9s65rzlz,aggregation,experiment4,prolific,low,absent,naive,separate,2,21,NA,NA,NA,"{""restaurant-chain_thai_155_240_0.45"":""Yes""}",NA,[0],NA,NA,02/09/2020 09:48:37
NA,231.55382499999178,project_choice,survey-multi-choice,11,5516,0.0-0.0-2.0-3.0-0.0-0.0-0.5,qoburgc9s65rzlz,aggregation,experiment4,prolific,low,absent,naive,separate,2,21,NA,NA,NA,"{""national-newspaper_Christian-topics_175_240_0.3"":""No""}",NA,[0],NA,NA,02/09/2020 09:48:37
NA,258.01130499999636,project_choice,survey-multi-choice,12,5776,0.0-0.0-2.0-3.0-0.0-0.0-0.6,qoburgc9s65rzlz,aggregation,experiment4,prolific,low,absent,naive,separate,2,21,NA,NA,NA,"{""pharmaceutical_Hunter-syndrome_135_240_0.6"":""Yes""}",NA,[0],NA,NA,02/09/2020 09:48:37
NA,244.1013179999918,project_choice,survey-multi-choice,13,6023,0.0-0.0-2.0-3.0-0.0-0.0-0.7,qoburgc9s65rzlz,aggregation,experiment4,prolific,low,absent,naive,separate,2,21,NA,NA,NA,"{""railway_West-Java-Indonesia_120_240_0.6"":""No""}",NA,[0],NA,NA,02/09/2020 09:48:37
NA,341.7338879999934,project_choice,survey-multi-choice,14,6367,0.0-0.0-2.0-3.0-0.0-0.0-0.8,qoburgc9s65rzlz,aggregation,experiment4,prolific,low,absent,naive,separate,2,21,NA,NA,NA,"{""GMO_corn-crop-with-faster-maturation_175_240_0.45"":""No""}",NA,[0],NA,NA,02/09/2020 09:48:37
NA,253.21388700001444,project_choice,survey-multi-choice,15,6623,0.0-0.0-2.0-3.0-0.0-0.0-0.9,qoburgc9s65rzlz,aggregation,experiment4,prolific,low,absent,naive,separate,2,21,NA,NA,NA,"{""high-rise-construction_25-infilled-frame_100_240_0.75"":""Yes""}",NA,[0],NA,NA,02/09/2020 09:48:37
NA,248.9595910000162,project_choice,survey-multi-choice,16,6873,0.0-0.0-2.0-3.0-0.0-0.0-0.10,qoburgc9s65rzlz,aggregation,experiment4,prolific,low,absent,naive,separate,2,21,NA,NA,NA,"{""oil-well_offshore-Basra-Iraq_135_240_0.55"":""No""}",NA,[0],NA,NA,02/09/2020 09:48:37
NA,258.8926679999877,project_choice,survey-multi-choice,17,7135,0.0-0.0-2.0-3.0-0.0-0.0-0.11,qoburgc9s65rzlz,aggregation,experiment4,prolific,low,absent,naive,separate,2,21,NA,NA,NA,"{""microchip_gaming-console_150_240_0.45"":""No""}",NA,[0],NA,NA,02/09/2020 09:48:37
NA,239.75372999998945,project_choice,survey-multi-choice,18,7378,0.0-0.0-2.0-3.0-0.0-0.0-0.12,qoburgc9s65rzlz,aggregation,experiment4,prolific,low,absent,naive,separate,2,21,NA,NA,NA,"{""record-deal_heavy-metal_115_240_0.55"":""No""}",NA,[0],NA,NA,02/09/2020 09:48:37
NA,377.6019230000147,project_choice,survey-multi-choice,19,7758,0.0-0.0-2.0-3.0-0.0-0.0-0.13,qoburgc9s65rzlz,aggregation,experiment4,prolific,low,absent,naive,separate,2,21,NA,NA,NA,"{""shipping-logistics_wrist-watch_180_240_0.35"":""No""}",NA,[0],NA,NA,02/09/2020 09:48:37
NA,254.80364999998528,project_choice,survey-multi-choice,20,8014,0.0-0.0-2.0-3.0-0.0-0.0-0.14,qoburgc9s65rzlz,aggregation,experiment4,prolific,low,absent,naive,separate,2,21,NA,NA,NA,"{""restaurant-chain_barbeque_145_240_0.55"":""Yes""}",NA,[0],NA,NA,02/09/2020 09:48:37
NA,256.75033900000653,project_choice,survey-multi-choice,21,8273,0.0-0.0-2.0-3.0-0.0-0.0-0.15,qoburgc9s65rzlz,aggregation,experiment4,prolific,low,absent,naive,separate,2,21,NA,NA,NA,"{""national-newspaper_science_195_240_0.3"":""Yes""}",NA,[0],NA,NA,02/09/2020 09:48:37
NA,243.34131000000343,project_choice,survey-multi-choice,22,8518,0.0-0.0-2.0-3.0-0.0-0.0-0.16,qoburgc9s65rzlz,aggregation,experiment4,prolific,low,absent,naive,separate,2,21,NA,NA,NA,"{""pharmaceutical_hypertension_115_240_0.7"":""No""}",NA,[0],NA,NA,02/09/2020 09:48:37
NA,322.956492000003,project_choice,survey-multi-choice,23,8844,0.0-0.0-2.0-3.0-0.0-0.0-0.17,qoburgc9s65rzlz,aggregation,experiment4,prolific,low,absent,naive,separate,2,21,NA,NA,NA,"{""railway_Minas-Gerais-Brazil_105_240_0.65"":""No""}",NA,[0],NA,NA,02/09/2020 09:48:37
NA,302.8132580000165,project_choice,survey-multi-choice,24,9150,0.0-0.0-2.0-3.0-0.0-0.0-0.18,qoburgc9s65rzlz,aggregation,experiment4,prolific,low,absent,naive,separate,2,21,NA,NA,NA,"{""GMO_herbicide-tolerant-melon_165_240_0.45"":""Yes""}",NA,[0],NA,NA,02/09/2020 09:48:37
NA,255.999273000014,project_choice,survey-multi-choice,25,9408,0.0-0.0-2.0-3.0-0.0-0.0-0.19,qoburgc9s65rzlz,aggregation,experiment4,prolific,low,absent,naive,separate,2,21,NA,NA,NA,"{""high-rise-construction_35-shear-wall_105_240_0.7"":""No""}",NA,[0],NA,NA,02/09/2020 09:48:37
NA,193.4218260000198,project_expectation,survey-html-form,26,9603,0.0-0.0-3.0-0.0,qoburgc9s65rzlz,aggregation,experiment4,prolific,low,absent,naive,separate,2,21,NA,NA,NA,"{""project_expectation"":""56""}",NA,NA,NA,NA,02/09/2020 09:48:37
NA,206.41250299999592,project_number,survey-html-form,27,9810,0.0-0.0-3.0-1.0,qoburgc9s65rzlz,aggregation,experiment4,prolific,low,absent,naive,separate,2,21,NA,NA,NA,"{""project_number"":""37""}",NA,NA,NA,NA,02/09/2020 09:48:37
NA,150.38704999997753,portfolio_binary,html-button-response,28,9962,0.0-0.0-3.0-2.0-0.0,qoburgc9s65rzlz,aggregation,experiment4,prolific,low,absent,naive,separate,2,21,NA,NA,NA,NA,NA,NA,"<p>
  <strong>Consider all the projects you saw. If you had to choose between investing in all of them, or investing in none of them, which would you choose?</strong>
</p>",0,02/09/2020 09:48:37
NA,290.01536900000247,portfolio_number,survey-html-form,29,10253,0.0-0.0-3.0-3.0-0.0,qoburgc9s65rzlz,aggregation,experiment4,prolific,low,absent,naive,separate,2,21,NA,NA,NA,"{""portfolio_number"":""12""}",NA,NA,NA,NA,02/09/2020 09:48:37
"[{""page_index"":0,""viewing_time"":67.80718699999852},{""page_index"":1,""viewing_time"":64.31473999998707}]",132.36387399999148,debrief,instructions,30,10385,0.0-0.0-3.0-4.0,qoburgc9s65rzlz,aggregation,experiment4,prolific,low,absent,naive,separate,2,21,NA,NA,NA,NA,NA,NA,NA,NA,02/09/2020 09:48:37
