view_history,rt,stage,trial_type,trial_index,time_elapsed,internal_node_id,subject,thesis_project,experiment,sample,similarity,distribution,awareness,presentation,project_variation,current_project_choice_order,PROLIFIC_PID,STUDY_ID,SESSION_ID,responses,current_response,question_order,stimulus,button_pressed,dateCreated
NA,286.1867299999967,project_choice,survey-multi-choice,10,4146,0.0-0.0-2.0-14.0-0.0-0.0-0.5,bd6k9f0q77pefbt,aggregation,experiment4,prolific,low,absent,aware,separate,3,21,NA,NA,NA,"{""national-newspaper_politics_175_240_0.3"":""No""}",NA,[0],NA,NA,02/09/2020 09:45:57
NA,233.0096719999974,project_choice,survey-multi-choice,11,4382,0.0-0.0-2.0-14.0-0.0-0.0-0.6,bd6k9f0q77pefbt,aggregation,experiment4,prolific,low,absent,aware,separate,3,21,NA,NA,NA,"{""pharmaceutical_anaemia_135_240_0.6"":""Yes""}",NA,[0],NA,NA,02/09/2020 09:45:57
NA,339.58612500000345,project_choice,survey-multi-choice,12,4724,0.0-0.0-2.0-14.0-0.0-0.0-0.7,bd6k9f0q77pefbt,aggregation,experiment4,prolific,low,absent,aware,separate,3,21,NA,NA,NA,"{""railway_Uttar-Pradesh-India_120_240_0.6"":""Yes""}",NA,[0],NA,NA,02/09/2020 09:45:57
NA,309.1217349999979,project_choice,survey-multi-choice,13,5035,0.0-0.0-2.0-14.0-0.0-0.0-0.8,bd6k9f0q77pefbt,aggregation,experiment4,prolific,low,absent,aware,separate,3,21,NA,NA,NA,"{""GMO_tomato-crop-that-induces-a-Hepatitis-B-immune-response_175_240_0.45"":""Yes""}",NA,[0],NA,NA,02/09/2020 09:45:57
NA,248.36063499999727,project_choice,survey-multi-choice,14,5286,0.0-0.0-2.0-14.0-0.0-0.0-0.9,bd6k9f0q77pefbt,aggregation,experiment4,prolific,low,absent,aware,separate,3,21,NA,NA,NA,"{""high-rise-construction_15-flat-plate-and-flat-slab_100_240_0.75"":""No""}",NA,[0],NA,NA,02/09/2020 09:45:57
NA,344.43951099999776,project_choice,survey-multi-choice,15,5633,0.0-0.0-2.0-14.0-0.0-0.0-0.10,bd6k9f0q77pefbt,aggregation,experiment4,prolific,low,absent,aware,separate,3,21,NA,NA,NA,"{""oil-well_onshore-Stavanger-Norway_135_240_0.55"":""No""}",NA,[0],NA,NA,02/09/2020 09:45:57
NA,252.440859000003,project_choice,survey-multi-choice,16,5887,0.0-0.0-2.0-14.0-0.0-0.0-0.11,bd6k9f0q77pefbt,aggregation,experiment4,prolific,low,absent,aware,separate,3,21,NA,NA,NA,"{""microchip_military-communication_150_240_0.45"":""Yes""}",NA,[0],NA,NA,02/09/2020 09:45:57
NA,268.36571499999445,project_choice,survey-multi-choice,17,6158,0.0-0.0-2.0-14.0-0.0-0.0-0.12,bd6k9f0q77pefbt,aggregation,experiment4,prolific,low,absent,aware,separate,3,21,NA,NA,NA,"{""record-deal_pop_115_240_0.55"":""No""}",NA,[0],NA,NA,02/09/2020 09:45:57
NA,287.31526400000075,project_choice,survey-multi-choice,18,6447,0.0-0.0-2.0-14.0-0.0-0.0-0.13,bd6k9f0q77pefbt,aggregation,experiment4,prolific,low,absent,aware,separate,3,21,NA,NA,NA,"{""shipping-logistics_artwork_180_240_0.35"":""Yes""}",NA,[0],NA,NA,02/09/2020 09:45:57
NA,367.7502259999983,project_choice,survey-multi-choice,19,6818,0.0-0.0-2.0-14.0-0.0-0.0-0.14,bd6k9f0q77pefbt,aggregation,experiment4,prolific,low,absent,aware,separate,3,21,NA,NA,NA,"{""restaurant-chain_sushi_145_240_0.55"":""No""}",NA,[0],NA,NA,02/09/2020 09:45:57
NA,297.79082400000334,project_choice,survey-multi-choice,20,7118,0.0-0.0-2.0-14.0-0.0-0.0-0.15,bd6k9f0q77pefbt,aggregation,experiment4,prolific,low,absent,aware,separate,3,21,NA,NA,NA,"{""national-newspaper_sport_195_240_0.3"":""Yes""}",NA,[0],NA,NA,02/09/2020 09:45:57
NA,247.35800899999595,project_choice,survey-multi-choice,21,7368,0.0-0.0-2.0-14.0-0.0-0.0-0.16,bd6k9f0q77pefbt,aggregation,experiment4,prolific,low,absent,aware,separate,3,21,NA,NA,NA,"{""pharmaceutical_pneumonia_115_240_0.7"":""Yes""}",NA,[0],NA,NA,02/09/2020 09:45:57
NA,307.37316100000135,project_choice,survey-multi-choice,22,7677,0.0-0.0-2.0-14.0-0.0-0.0-0.17,bd6k9f0q77pefbt,aggregation,experiment4,prolific,low,absent,aware,separate,3,21,NA,NA,NA,"{""railway_Kano-State-Nigera_105_240_0.65"":""Yes""}",NA,[0],NA,NA,02/09/2020 09:45:57
NA,294.50480999999945,project_choice,survey-multi-choice,23,7974,0.0-0.0-2.0-14.0-0.0-0.0-0.18,bd6k9f0q77pefbt,aggregation,experiment4,prolific,low,absent,aware,separate,3,21,NA,NA,NA,"{""GMO_insect-resistant-persimmon_165_240_0.45"":""Yes""}",NA,[0],NA,NA,02/09/2020 09:45:57
NA,239.10537999999815,project_choice,survey-multi-choice,24,8215,0.0-0.0-2.0-14.0-0.0-0.0-0.19,bd6k9f0q77pefbt,aggregation,experiment4,prolific,low,absent,aware,separate,3,21,NA,NA,NA,"{""high-rise-construction_40-wall-frame_105_240_0.7"":""No""}",NA,[0],NA,NA,02/09/2020 09:45:57
NA,186.55478200000107,project_expectation,survey-html-form,25,8403,0.0-0.0-3.0-0.0,bd6k9f0q77pefbt,aggregation,experiment4,prolific,low,absent,aware,separate,3,21,NA,NA,NA,"{""project_expectation"":""29""}",NA,NA,NA,NA,02/09/2020 09:45:57
NA,281.02312499999607,project_number,survey-html-form,26,8685,0.0-0.0-3.0-1.0,bd6k9f0q77pefbt,aggregation,experiment4,prolific,low,absent,aware,separate,3,21,NA,NA,NA,"{""project_number"":""19""}",NA,NA,NA,NA,02/09/2020 09:45:57
NA,166.94472599999608,portfolio_binary,html-button-response,27,8853,0.0-0.0-3.0-2.0-0.0,bd6k9f0q77pefbt,aggregation,experiment4,prolific,low,absent,aware,separate,3,21,NA,NA,NA,NA,NA,NA,"<p>
  <strong>Consider all the projects you saw. If you had to choose between investing in all of them, or investing in none of them, which would you choose?</strong>
</p>",0,02/09/2020 09:45:57
NA,195.2271380000002,portfolio_number,survey-html-form,28,9049,0.0-0.0-3.0-3.0-0.0,bd6k9f0q77pefbt,aggregation,experiment4,prolific,low,absent,aware,separate,3,21,NA,NA,NA,"{""portfolio_number"":""10""}",NA,NA,NA,NA,02/09/2020 09:45:57
"[{""page_index"":0,""viewing_time"":70.16597500000171},{""page_index"":1,""viewing_time"":84.88378399999965}]",155.82630499999868,debrief,instructions,29,9205,0.0-0.0-3.0-4.0,bd6k9f0q77pefbt,aggregation,experiment4,prolific,low,absent,aware,separate,3,21,NA,NA,NA,NA,NA,NA,NA,NA,02/09/2020 09:45:57
