view_history,rt,stage,trial_type,trial_index,time_elapsed,internal_node_id,subject,thesis_project,experiment,sample,similarity,distribution,awareness,presentation,project_variation,current_project_choice_order,PROLIFIC_PID,STUDY_ID,SESSION_ID,responses,current_response,question_order,stimulus,button_pressed,dateCreated
NA,257.8493569999973,project_choice,survey-multi-choice,17,6879,0.0-0.0-2.0-4.0-0.0-0.0-0.11,l17l6mvwz1b2840,aggregation,experiment4,prolific,low,absent,naive,separate,3,21,NA,NA,NA,"{""microchip_military-communication_150_240_0.45"":""Yes""}",NA,[0],NA,NA,02/09/2020 09:47:59
NA,233.0865140000069,project_choice,survey-multi-choice,18,7115,0.0-0.0-2.0-4.0-0.0-0.0-0.12,l17l6mvwz1b2840,aggregation,experiment4,prolific,low,absent,naive,separate,3,21,NA,NA,NA,"{""record-deal_pop_115_240_0.55"":""No""}",NA,[0],NA,NA,02/09/2020 09:47:59
NA,322.72501299999567,project_choice,survey-multi-choice,19,7439,0.0-0.0-2.0-4.0-0.0-0.0-0.13,l17l6mvwz1b2840,aggregation,experiment4,prolific,low,absent,naive,separate,3,21,NA,NA,NA,"{""shipping-logistics_artwork_180_240_0.35"":""No""}",NA,[0],NA,NA,02/09/2020 09:47:59
NA,240.50235200002135,project_choice,survey-multi-choice,20,7683,0.0-0.0-2.0-4.0-0.0-0.0-0.14,l17l6mvwz1b2840,aggregation,experiment4,prolific,low,absent,naive,separate,3,21,NA,NA,NA,"{""restaurant-chain_sushi_145_240_0.55"":""Yes""}",NA,[0],NA,NA,02/09/2020 09:47:59
NA,265.0772629999947,project_choice,survey-multi-choice,21,7951,0.0-0.0-2.0-4.0-0.0-0.0-0.15,l17l6mvwz1b2840,aggregation,experiment4,prolific,low,absent,naive,separate,3,21,NA,NA,NA,"{""national-newspaper_sport_195_240_0.3"":""No""}",NA,[0],NA,NA,02/09/2020 09:47:59
NA,256.30379300000186,project_choice,survey-multi-choice,22,8209,0.0-0.0-2.0-4.0-0.0-0.0-0.16,l17l6mvwz1b2840,aggregation,experiment4,prolific,low,absent,naive,separate,3,21,NA,NA,NA,"{""pharmaceutical_pneumonia_115_240_0.7"":""No""}",NA,[0],NA,NA,02/09/2020 09:47:59
NA,250.0297799999771,project_choice,survey-multi-choice,23,8461,0.0-0.0-2.0-4.0-0.0-0.0-0.17,l17l6mvwz1b2840,aggregation,experiment4,prolific,low,absent,naive,separate,3,21,NA,NA,NA,"{""railway_Kano-State-Nigera_105_240_0.65"":""No""}",NA,[0],NA,NA,02/09/2020 09:47:59
NA,295.46965199997976,project_choice,survey-multi-choice,24,8758,0.0-0.0-2.0-4.0-0.0-0.0-0.18,l17l6mvwz1b2840,aggregation,experiment4,prolific,low,absent,naive,separate,3,21,NA,NA,NA,"{""GMO_insect-resistant-persimmon_165_240_0.45"":""No""}",NA,[0],NA,NA,02/09/2020 09:47:59
NA,245.77475899999808,project_choice,survey-multi-choice,25,9006,0.0-0.0-2.0-4.0-0.0-0.0-0.19,l17l6mvwz1b2840,aggregation,experiment4,prolific,low,absent,naive,separate,3,21,NA,NA,NA,"{""high-rise-construction_40-wall-frame_105_240_0.7"":""Yes""}",NA,[0],NA,NA,02/09/2020 09:47:59
NA,183.36867799999345,project_expectation,survey-html-form,26,9191,0.0-0.0-3.0-0.0,l17l6mvwz1b2840,aggregation,experiment4,prolific,low,absent,naive,separate,3,21,NA,NA,NA,"{""project_expectation"":""9""}",NA,NA,NA,NA,02/09/2020 09:47:59
NA,181.59700699999303,project_number,survey-html-form,27,9374,0.0-0.0-3.0-1.0,l17l6mvwz1b2840,aggregation,experiment4,prolific,low,absent,naive,separate,3,21,NA,NA,NA,"{""project_number"":""4""}",NA,NA,NA,NA,02/09/2020 09:47:59
NA,149.20741899999302,portfolio_binary,html-button-response,28,9524,0.0-0.0-3.0-2.0-0.0,l17l6mvwz1b2840,aggregation,experiment4,prolific,low,absent,naive,separate,3,21,NA,NA,NA,NA,NA,NA,"<p>
  <strong>Consider all the projects you saw. If you had to choose between investing in all of them, or investing in none of them, which would you choose?</strong>
</p>",1,02/09/2020 09:47:59
NA,182.9518369999896,portfolio_number,survey-html-form,29,9707,0.0-0.0-3.0-3.0-0.0,l17l6mvwz1b2840,aggregation,experiment4,prolific,low,absent,naive,separate,3,21,NA,NA,NA,"{""portfolio_number"":""6""}",NA,NA,NA,NA,02/09/2020 09:47:59
"[{""page_index"":0,""viewing_time"":60.23354900000413},{""page_index"":1,""viewing_time"":141.60674400000062}]",202.0394100000267,debrief,instructions,30,9910,0.0-0.0-3.0-4.0,l17l6mvwz1b2840,aggregation,experiment4,prolific,low,absent,naive,separate,3,21,NA,NA,NA,NA,NA,NA,NA,NA,02/09/2020 09:47:59
